model,mode,max_turns,max_sessions,max_tokens,start_iso,end_iso,window_seconds,llm_gateway_requests_total_rate_per_s,llm_gateway_estimated_gpu_cost_usd_total_increase,llm_gateway_time_to_first_token_seconds_p50,llm_gateway_time_to_first_token_seconds_p95,llm_gateway_time_per_output_token_seconds_p50,llm_gateway_time_per_output_token_seconds_p95,llm_gateway_stream_inter_chunk_delay_seconds_p95,llm_gateway_stream_inter_chunk_delay_observations_per_s,llm_gateway_prompt_tokens_total_increase,llm_gateway_completion_tokens_total_increase,llm_gateway_prompt_tokens_total_rate_per_s,llm_gateway_completion_tokens_total_rate_per_s,llm_gateway_completion_tokens_per_second_p50,llm_gateway_completion_tokens_per_second_p95,llm_gateway_cost_per_total_token_usd,llm_gateway_cost_per_completion_token_usd,llm_gateway_request_duration_seconds_p50,llm_gateway_request_duration_seconds_p95,llm_gateway_request_duration_seconds_p99,vllm_kv_cache_usage_perc_avg,vllm_kv_cache_usage_perc_max,vllm_prefix_cache_hits,vllm_prefix_cache_queries,vllm_prefix_cache_hit_rate,vllm_request_prefill_time_seconds_p50,vllm_request_prefill_time_seconds_p99,vllm_inter_token_latency_seconds_p50,vllm_inter_token_latency_seconds_p99,vllm_time_to_first_token_seconds_p50,vllm_time_to_first_token_seconds_p95,vllm_time_to_first_token_seconds_p99,vllm_generation_tokens_total_rate_per_s,vllm_num_requests_running_min,vllm_num_requests_running_max,vllm_num_requests_running_avg,vllm_num_requests_waiting_min,vllm_num_requests_waiting_max,vllm_num_requests_waiting_avg,vllm_num_requests_waiting_capacity_avg,vllm_num_requests_waiting_deferred_avg,vllm_request_queue_time_seconds_min,vllm_request_queue_time_seconds_avg,vllm_request_queue_time_seconds_max,vllm_e2e_request_latency_seconds_p50,vllm_e2e_request_latency_seconds_p95,vllm_e2e_request_latency_seconds_p99,vllm_request_max_num_generation_tokens_p50,vllm_request_max_num_generation_tokens_p95,vllm_request_params_max_tokens_p50,vllm_request_params_max_tokens_p95,vllm_request_params_n_p50,vllm_request_params_n_p95,vllm_kv_block_idle_before_evict_seconds_p50,vllm_kv_block_idle_before_evict_seconds_p95,vllm_kv_block_lifetime_seconds_p50,vllm_kv_block_lifetime_seconds_p95,vllm_kv_block_reuse_gap_seconds_p50,vllm_kv_block_reuse_gap_seconds_p95,vllm_spec_decode_accepted_tokens_total_increase,vllm_spec_decode_draft_tokens_total_increase,vllm_spec_decode_accepted_tokens_rate_per_s,vllm_spec_decode_draft_tokens_rate_per_s,vllm_spec_decode_accepted_over_draft_rate,vllm_spec_decode_draft_acceptance_rate,count,min,p25,p50,p75,p95,p99,max,mean
q35_4b,prefix-cache,16,32,1024,2026-05-18T22:34:56.717287+00:00,2026-05-18T22:39:43.590803+00:00,286,1.0058809199185939,2.1805151677912162,0.001276215320187902,0.009723218066185813,0.000122372512073427,0.00016991039773643486,0.08265956971829624,580.6266676061399,267331.50359626964,165483.86304916258,934.7255370498939,578.6149057663027,34.42658327841988,48.44265832784199,5.037980016031921e-06,1.3176603008979918e-05,0.08075854605900828,0.19688704341708962,0.20720957651558577,0.17893518518518517,0.2993827160493827,0.0,0.0,,0.20095693779904303,1.2199999999999989,0.0367908057736361,0.1456712135465664,0.27654867256637167,2.7499999999999996,4.55,564.8372314968808,0.0,32.0,19.5,0.0,20.0,1.0,1.0,0.0,0.0032432432432432426,0.16216216216216214,2.424999999999999,20.2,44.615384615384606,48.92307692307692,577.4647887323944,1824.9999999999998,1500.0,1950.0,0.5,0.95,,,,,,,,,,,,,276,6.0,202.25,531.0,1024.0,1024.0,1024.0,1024.0,570.2644927536232
q35_4b,prefix-cache,16,64,1024,2026-05-24T00:21:26.900124+00:00,2026-05-24T00:25:49.986690+00:00,263,1.0875090625755217,2.7724373362958192,0.0017170226962530677,0.042540182413332336,0.00016070607174190676,0.0003510979495435507,0.1145252762693824,651.4843871005643,270738.06283802364,170759.43417445145,1029.4222921597857,649.2754151119827,25.37735849056604,47.5377358490566,6.27962186661611e-06,1.623592482429661e-05,0.10269363865510317,0.21559255778186012,0.22562801725979406,0.25435729847494554,0.49382716049382713,0.0,0.0,,0.3222222222222222,1.2199999999999998,0.036984576330277893,0.19956145022531693,0.3853092783505154,6.575657894736841,7.315131578947368,651.242927024392,1.0,63.0,27.705882352941178,0.0,0.0,0.0,0.0,0.0,0.003888888888888888,0.1944444444444444,4.8977272727272725,23.39622641509434,56.315789473684205,59.26315789473684,600.0,1840.9090909090908,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,261,6.0,189.0,541.0,1024.0,1024.0,1024.0,1024.0,567.8620689655172
q35_4b,prefix-cache,16,64,2048,2026-05-24T00:27:06.796950+00:00,2026-05-24T00:33:14.096248+00:00,367,0.7156171924648521,3.150735084146814,0.0011036545698036924,0.011361424678863372,0.00011205272767738987,0.00024898066027500995,0.10979890502732723,564.2993127536582,258316.11345668315,206531.6717178451,703.8586197729786,562.7565986862264,25.0,47.5,6.7779931079242695e-06,1.5255457228135043e-05,0.08541595708446867,0.16348773841961853,0.16348773841961853,0.21734567901234567,0.49382716049382713,0.0,0.0,,0.22981651376146786,0.9732000000000007,0.03478482150109658,0.14743915241057537,0.2708333333333333,0.5285714285714285,0.7057142857142857,568.9523947089183,0.0,61.0,22.36,0.0,49.0,1.96,1.96,0.0,0.0032322580645161286,0.16161290322580643,4.478124999999999,29.107142857142858,104.81818181818181,116.96363636363635,859.375,3861.3636363636356,3500.0,4849.999999999999,0.5,0.9499999999999998,,,,,,,0.0,0.0,0.0,0.0,,,273,6.0,218.0,547.0,1096.0,2048.0,2048.0,2048.0,723.1831501831501
q35_4b,prefix-cache,2,32,1024,2026-05-18T22:41:49.941093+00:00,2026-05-18T22:43:45.916728+00:00,115,1.076697557403246,1.0049694010746897,0.0031177131906949835,0.03408968287289779,0.0003064892568538829,0.00042580784889194274,0.05969379727595285,692.1202484720486,70913.84541798143,79346.18813608284,616.6421340694037,689.9668533572421,34.843598627838624,48.48435986278386,6.688201628233344e-06,1.2665629246752407e-05,0.25806439358877553,0.49537165675018185,0.5164656356978625,0.17611882716049382,0.28395061728395066,0.0,0.0,,0.2107142857142857,1.382,0.03631985428630514,0.1329826923076923,0.25,3.964285714285713,4.792857142857143,630.1608617389069,0.0,32.0,20.375,0.0,0.0,0.0,0.0,0.0,0.003575757575757576,0.17878787878787877,4.262499999999998,23.18181818181818,39.07142857142857,44.100000000000016,734.375,1859.5238095238094,1500.0,1950.0,0.5,0.95,,,,,,,,,,,,,109,17.0,226.0,714.0,1024.0,1024.0,1024.0,1024.0,629.2844036697247
q3_4b,base-conv,16,16,1024,2026-05-23T23:15:07.751721+00:00,2026-05-23T23:20:27.626037+00:00,319,0.9269052121819873,1.5656793713152193,0.0005776162214924528,0.0013355671173141232,0.000109717868338558,0.00015203761755485894,0.04938186910907989,477.6350445928444,268362.98139636073,151774.21369974528,841.2632645653941,475.78123416848047,35.0,48.49999999999999,3.7265907174847287e-06,1.0315845710211358e-05,0.041448340603727894,0.17216168563694012,0.1849025565631247,0.20960833494115377,0.32606598495080075,0.0,0.0,,0.15881529174118444,0.5869536035136356,0.03688484503112986,0.07381669928245285,0.15274725274725276,0.2462087912087912,0.4212499999999998,460.8472151327343,1.0,16.0,13.3,0.0,0.0,0.0,0.0,0.0,0.003011278195488722,0.15056390977443607,0.29811654135338345,13.035714285714286,30.4642857142857,38.09285714285714,463.5714285714285,1727.551020408163,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,280,10.0,179.5,456.0,869.25,1024.0,1024.0,1024.0,513.0571428571428
q3_4b,base-conv,16,32,1024,2026-05-23T23:20:19.877409+00:00,2026-05-23T23:24:56.152706+00:00,276,1.0733229191744422,1.9973870389475334,0.0010519555639240989,0.008542785960502742,0.00012720274104505717,0.0001764678166812608,0.06947796557810579,552.7229419987501,268674.56133237126,151959.05774027074,973.4585555520698,550.5762961604013,33.817508618619854,48.38175086186199,4.748519729238741e-06,1.3144244697551879e-05,0.07297934487841926,0.2029501084008854,0.21450306515843795,0.2932986044118593,0.4711557013312754,0.0,0.0,,0.16594488188976378,0.9547500000000007,0.03693087493546209,0.12463128078817738,0.18738839285714287,2.4892857142857174,4.498214285714286,541.5726657688441,1.0,32.0,19.333333333333332,0.0,13.0,0.7222222222222222,0.7222222222222222,0.0,0.0032298850574712643,0.16149425287356325,3.595000000000007,17.371794871794872,40.63333333333334,48.126666666666665,484.0909090909092,1744.5454545454545,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,273,10.0,164.0,478.0,859.0,1024.0,1024.0,1024.0,514.5274725274726
q3_4b,base-conv,16,64,1024,2026-05-23T23:24:49.538026+00:00,2026-05-23T23:28:59.752418+00:00,250,1.1481333333333332,2.362579762580838,0.001485935455734845,0.016516115981119347,0.00015444668587896254,0.0003484679832435666,0.08654147693213698,601.5474666666665,258064.0666666667,149812.80000000002,1032.2562666666668,599.2512,23.88640299139951,47.388640299139944,5.792384799581273e-06,1.577021297633338e-05,0.09628144488141083,0.22562814448814109,0.23712562889762823,0.39375120586532897,0.7497588269342079,0.0,0.0,,0.19452054794520546,0.9594285714285714,0.03691212555955377,0.1461439576311989,0.2094262295081967,4.2309782608695645,4.846195652173913,609.054428128375,3.0,57.0,26.25,0.0,26.0,1.625,1.625,0.0,0.003672413793103448,0.1836206896551724,4.791176470588235,20.0,54.08333333333333,58.81666666666667,495.83333333333337,1763.3333333333333,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,272,10.0,192.25,454.0,836.75,1024.0,1024.0,1024.0,510.8970588235294
q3_4b,base-conv,16,64,2048,2026-05-23T23:28:53.179362+00:00,2026-05-23T23:34:07.568689+00:00,314,0.8487229884879534,2.6775877044297585,0.00113588110403397,0.012071091021162928,0.00013078794818578688,0.0002908262561924982,0.08989864113159125,538.0608055617519,254762.4016155324,168371.25280435645,811.345228074944,536.2141809055938,19.057971014492754,46.65178571428571,6.3279951298147125e-06,1.590287926134905e-05,0.09076433121019108,0.1910828025477707,0.1910828025477707,0.38140073316612,0.7559328574184835,0.0,0.0,,0.17384615384615384,0.9495999999999997,0.0367127091088194,0.14483866362078815,0.1800675675675676,0.3735294117647058,0.4747058823529412,525.9296425989993,1.0,60.0,22.8,0.0,0.0,0.0,0.0,0.0,0.00339,0.1695,4.667647058823529,25.71428571428571,86.09999999999994,113.22,623.5294117647059,1856.8181818181815,3500.0,4850.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,279,10.0,183.0,453.0,890.0,1553.0999999999997,2048.0,2048.0,581.931899641577
q3_4b,base-conv,2,32,1024,2026-05-23T23:34:00.160435+00:00,2026-05-23T23:35:46.718332+00:00,106,1.102830188679245,0.8363062703342952,0.0028638814016172503,0.037552106186924075,0.00033404350565374534,0.00046487133998739924,0.059878662916650865,595.3518867924529,65371.600000000006,62873.5,616.7132075471699,593.1462264150944,34.15947737247491,48.41594773724749,6.521155742670052e-06,1.3301411092658992e-05,0.2165422990227467,0.5310881921664256,0.5590478271125304,0.3224001543507621,0.47675091645765,0.0,0.0,,0.17335329341317363,0.9734285714285713,0.03628158053645519,0.10855442804428073,0.18649635036496348,3.3269230769230744,4.665384615384615,641.5809112393941,9.0,32.0,25.5,0.0,0.0,0.0,0.0,0.0,0.003346820809248555,0.16734104046242773,2.4577272727272725,21.40625,49.675,103.45714285714287,641.1290322580645,1864.285714285714,1919.047619047619,4671.022727272727,0.5,0.9499999999999998,,,,,,,0.0,0.0,0.0,0.0,,,109,13.0,199.0,536.0,948.0,1024.0,1024.0,1024.0,553.743119266055
q3_4b,dflash-2,16,16,1024,2026-05-23T22:51:44.521661+00:00,2026-05-23T22:56:36.018451+00:00,291,1.0000164693293552,1.5084227396063483,0.0006899906641559507,0.013192103791604492,0.00021119887473081513,0.00033122313339734293,0.09741826062973191,257.7594732976107,264504.3451839067,152797.5692164103,908.9496398072396,525.077557444709,35.62127610372662,53.18990621488709,3.6147036175811093e-06,9.872033615076288e-06,0.045556912803537755,0.18880305361611138,0.2027090643314697,0.3210482492659626,0.4748820427421593,0.0,0.0,,0.1627906976744186,7.999999999999993,0.0556210462429095,0.12971240105540924,0.184375,1.974999999999993,9.459615384615384,531.1319683465197,1.0,16.0,13.842105263157896,0.0,0.0,0.0,0.0,0.0,0.003065693430656934,0.1532846715328467,7.666666666666657,12.857142857142856,30.83333333333332,40.66666666666658,461.038961038961,1740.7407407407404,1500.0,1950.0,0.5,0.95,,,,,,,79549.51895335272,149922.57921149608,273.36604451323956,515.1978667061721,0.5306039915517465,,273,10.0,184.0,422.0,908.0,1024.0,1024.0,1024.0,522.080586080586
q3_4b,dflash-2,16,32,1024,2026-05-23T22:56:30.012336+00:00,2026-05-23T23:00:58.454561+00:00,268,1.076492537313433,2.1545101816014385,0.0014409027364542663,0.011157203821242133,0.00027446420737025924,0.00036451586612077296,0.1742590056508795,272.13712686567163,261751.4375,147616.90625000003,976.6844682835821,550.8093516791046,31.85256082115842,49.71789762793081,5.263011208597974e-06,1.4595280691986715e-05,0.08149525111150922,0.20964206242458372,0.22103289009685703,0.4794207441511159,0.7199555925617541,0.0,0.0,,0.17530864197530863,0.832000000000001,0.08399678998220188,0.1693612836438927,0.28427419354838707,2.7968749999999964,4.559374999999999,549.626260995948,1.0,32.0,22.41176470588235,0.0,0.0,0.0,0.0,0.0,0.003251908396946565,0.16259541984732825,4.408333333333334,17.83783783783784,47.26829268292683,50.533333333333346,474.2857142857144,1721.56862745098,1500.0,1950.0,0.5,0.95,,,,,,,75504.99259643989,143591.8095743041,281.73504700164136,535.7903342324779,0.5258307755872977,,269,10.0,182.0,483.0,863.0,1024.0,1024.0,1024.0,520.1338289962825
q3_4b,dflash-2,16,64,1024,2026-05-23T23:00:53.408216+00:00,2026-05-23T23:05:13.271469+00:00,259,1.0625482625482625,2.7343251465604417,0.0015645897998839175,0.01820322064224502,0.00048748645870948026,0.0009174745145968166,0.2399409433236065,282.5670527670527,260717.86666666667,149358.30000000002,1006.6326898326898,576.6729729729731,18.380281690140844,49.400000000000006,6.667847021655997e-06,1.8307152307976465e-05,0.11199468153110537,0.23166023166023167,0.23166023166023167,0.5958402719955592,0.9894532334165973,0.0,0.0,,0.2253968253968254,0.9591111111111109,0.10116797295220532,0.2779188069594031,0.3968120805369128,4.6796875,6.615625000000002,561.3710873792065,2.0,61.0,28.1875,0.0,2.0,0.1875,0.1875,0.0,0.004057142857142856,0.20285714285714287,4.895454545454545,22.0,85.91999999999997,113.184,486.76470588235304,1750.877192982456,1500.0,1950.0,0.5,0.95,,,,,,,75172.84437254258,140481.62566363552,290.24264236502927,542.4000990873958,0.5351080186994269,,266,10.0,193.25,494.5,854.5,1024.0,1024.0,1024.0,523.8345864661654
q3_4b,dflash-2,16,64,2048,2026-05-23T23:05:07.154838+00:00,2026-05-23T23:10:21.458538+00:00,314,0.8625149178679183,3.1922081433323104,0.0013669679655301612,0.022392515923566874,0.0004306159701724406,0.0007648652322510486,0.24216642071489025,258.9566422170075,259633.26644210526,165901.170722807,826.8575364398257,528.3476774611688,17.403846153846157,48.19620253164557,7.501644672050825e-06,1.9241625176147515e-05,0.10316438541807836,0.1910828025477707,0.1910828025477707,0.5978628920344158,0.9941715237302248,0.0,0.0,,0.2539215686274509,0.98525,0.10598577990483264,0.28372154963680374,0.375,5.73214285714286,10.050000000000002,520.3124232450754,2.0,62.0,26.05,0.0,4.0,0.4,0.4,0.0,0.004292817679558011,0.21464088397790054,9.00624999999999,25.568181818181817,102.07499999999997,117.61499999999997,526.7857142857142,1756.1224489795914,3500.0,4850.0,0.5,0.95,,,,,,,84392.77468613815,158069.81101621766,268.7667983634973,503.4070414529225,0.5338955879277898,,269,10.0,180.0,470.0,888.0,1539.0,1972.36,2048.0,578.7918215613383
q3_4b,dflash-2,2,32,1024,2026-05-23T23:10:14.538835+00:00,2026-05-23T23:12:02.200785+00:00,107,1.0925233644859813,0.9173989520859437,0.003911360841795332,0.037773862417649746,0.0006984686706285602,0.0009146672256059971,0.1370200949635404,296.67009345794395,64958.0,64103.7,607.0841121495328,599.1,32.36515889471565,48.23651588947157,7.108219960576559e-06,1.4311170058607284e-05,0.24140989900895896,0.5288138870971576,0.5543609082605531,0.38852543515324534,0.6119900083263947,0.0,0.0,,0.1937837837837838,1.1016666666666677,0.07435157538214715,0.1686719056974456,0.2851123595505618,3.187499999999996,4.637499999999999,669.0370106998811,0.0,32.0,22.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0034637681159420293,0.17318840579710146,4.9350000000000005,22.84313725490196,81.35294117647054,115.09411764705882,645.8333333333334,1800.8333333333333,2132.0,4713.2,0.5,0.9499999999999998,,,,,,,36566.249263897065,70088.97678914678,341.7406473261408,655.0371662537082,0.5217118431319334,,112,13.0,219.5,516.0,979.25,1024.0,1024.0,1024.0,572.3660714285714
q3_4b,draft-q3-06b,16,16,1024,2026-05-24T00:37:42.298628+00:00,2026-05-24T00:44:02.734271+00:00,380,0.7817082306470547,1.735829400556394,0.0005034324942791761,0.006140350877192972,0.0001958898134785071,0.0002577464193719286,0.09951674376654739,175.00827067669172,259928.16666666666,148196.73809523808,684.0214912280702,389.9914160401002,34.76242562128107,48.98420546027302,4.253181759562202e-06,1.1713006796687182e-05,0.039473684210526314,0.14605263157894735,0.15552631578947368,0.4032363491430849,0.708250298923874,0.0,0.0,,0.153,0.42249999999999993,0.06455802023339816,0.1408012738853504,0.1735645933014354,0.2906249999999993,0.49145833333333283,394.7475630685534,0.0,16.0,12.32,0.0,5.0,0.2,0.2,0.0,0.0029999999999999996,0.15,0.297,13.97331841648648,36.81249999999999,39.3625,472.5,1673.0769230769229,1500.0,1950.0,0.5,0.95,,,,,,,83550.02541645487,132836.04903292473,219.86848793803912,349.568550086644,0.6289710212304355,,418,0.0,0.0,164.0,648.5,1024.0,1024.0,1024.0,338.08133971291863
q3_4b,draft-q3-06b,16,32,1024,2026-05-24T00:43:56.783504+00:00,2026-05-24T00:49:20.026245+00:00,323,0.888952256802998,2.6424272447365955,0.0011525688049272677,0.01327548729644014,0.00046700520185998645,0.0007432949474305806,0.24230664776816532,206.58424311552875,260477.92105263154,148394.97368421053,806.4331921134103,459.42716310901096,17.52331942859344,47.313759346253136,6.462710731747843e-06,1.7806716623433414e-05,0.08239043796064086,0.17746060460202465,0.18575851393188855,0.7056121771147678,0.9960143483459546,0.0,0.0,,0.1784722222222222,0.8429999999999986,0.11456951373279974,0.3039707903780074,0.20645161290322578,3.9624999999999972,5.616666666666658,465.02643350955674,1.0,32.0,22.285714285714285,0.0,3.0,0.19047619047619047,0.19047619047619047,0.0,0.003569444444444444,0.1784722222222222,4.916176470588231,24.11111111111111,57.537499999999994,68.59999999999977,532.7380952380952,1742.9999999999998,1500.0,1950.0,0.5,0.95,,,,,,,83653.25102167347,133040.2802685351,258.98839325595503,411.8894125960839,0.6287813799912597,,276,9.0,189.75,460.5,852.0,1024.0,1024.0,1024.0,516.2644927536232
q3_4b,draft-q3-06b,16,64,1024,2026-05-24T00:49:14.950177+00:00,2026-05-24T00:54:39.771277+00:00,324,0.8932291232689519,3.8722056265945857,0.011983731739637167,0.12100893997445719,0.0004971789285514776,0.0007498184458968773,0.29076706873139646,210.32356129439225,263108.96287433134,152285.23286949852,812.0647002294177,470.0161508317856,14.593023255813954,41.23076923076925,9.321761512966693e-06,2.5427321833055796e-05,0.12013595874355369,0.18518518518518517,0.18518518518518517,0.7890071931522709,0.9980071741729772,0.0,0.0,,0.29166666666666663,0.9550000000000025,0.11910916305510216,0.3713433274544383,3.154761904761904,39.26666666666664,71.55999999999999,461.89419763743723,2.0,60.0,26.047619047619047,0.0,30.0,6.095238095238095,6.095238095238095,0.0,0.009800000000000001,3.198529411764706,49.437500000000036,36.60714285714286,107.75,117.55,552.4691358024692,1755.0,1500.0,1950.0,0.5,0.95,,,,,,,83654.05723256186,131898.86790342364,258.1915346684008,407.0952713068631,0.6342287736223283,,274,10.0,193.25,482.5,886.75,1024.0,1024.0,1024.0,527.2226277372263
q3_4b,draft-q3-06b,16,64,2048,2026-05-24T00:54:34.817640+00:00,2026-05-24T01:01:03.256543+00:00,388,0.7338917525773198,4.239472102673472,0.01822430137178894,0.12411922559336899,0.0004189465384240718,0.0006309102822599173,0.2845333461341525,185.65243771477665,257167.8541666667,161220.58333333334,662.8037478522338,415.51696735395194,13.41314063426028,42.10564225690281,1.0132861529361627e-05,2.6296097030663296e-05,0.1028404679494338,0.15463917525773196,0.15463917525773196,0.731811631971058,0.9992028696691909,0.0,0.0,,0.35909090909090907,0.8079999999999998,0.11475773696128823,0.37698527808069776,5.34375,17.01851851851852,19.403703703703705,428.0182930894254,1.0,47.0,22.884615384615383,0.0,26.0,7.230769230769231,7.230769230769231,0.0,0.015076923076923076,5.68627450980392,40.199999999999996,34.48275862068965,111.07692307692307,181.2,546.1538461538461,1768.4210526315787,3500.0,4850.0,0.5,0.95,,,,,,,92875.6149918001,146169.5497393368,239.37014173144357,376.72564365808455,0.6353964636097229,,270,10.0,188.5,452.0,828.5,1439.1999999999998,1904.13,2048.0,569.1666666666666
q3_4b,draft-q3-06b,2,32,1024,2026-05-24T01:00:57.868781+00:00,2026-05-24T01:02:59.029634+00:00,121,0.9607438016528925,1.0635547058364234,0.00300782599452579,0.03377061604532822,0.0009532850441941351,0.0019548326366508185,0.23840795204760437,233.31611570247935,65013.33333333334,62346.333333333336,537.3002754820938,515.2589531680441,19.840092114797283,46.95044271428827,8.35079687056674e-06,1.7058817238700325e-05,0.2275440029866758,0.46903539203420475,0.49050129328287406,0.637875078289586,0.8417696293343961,0.0,0.0,,0.21707317073170732,0.7870000000000003,0.0927988812089972,0.3004906832298133,0.2058411214953271,4.840277777777777,9.185,538.0370940552451,10.0,32.0,25.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0044132231404958675,0.2206611570247934,12.033333333333339,26.0,60.66666666666657,108.13333333333331,609.375,1792.1052631578948,1855.769230769231,4639.189189189189,0.5,0.95,,,,,,,35970.04666799999,58295.710151368694,297.2731129586776,481.7827285237082,0.6170273348519362,,111,13.0,192.5,528.0,965.5,1024.0,1024.0,1024.0,547.063063063063
q3_4b,eagle3-2,16,16,1024,2026-05-24T02:35:35.192477+00:00,2026-05-24T02:40:06.844791+00:00,271,1.0415985949166002,1.3155989512243917,0.0007106190073035214,0.020727132906579186,0.00015117956908421986,0.00033659866641933586,0.09385184331434555,269.345710508455,256505.90900535265,144690.12887477208,946.5162693924452,533.9119146670556,35.90956456893705,58.68123191899706,3.279192282595487e-06,9.09252733034076e-06,0.04460093557838575,0.2009352811721493,0.21730882745214203,0.2213586030664395,0.37414821124361164,0.0,0.0,,0.1614942528735632,8.594999999999999,0.04169504351116156,0.1191753494282086,0.1853125,7.658333333333332,9.531666666666666,540.519661819836,0.0,16.0,12.777777777777779,0.0,0.0,0.0,0.0,0.0,0.0030654545454545457,0.15327272727272728,7.189999999999999,11.96808510638298,29.083333333333332,36.487500000000004,484.0909090909091,1694.565217391304,1500.0,1950.0,0.5,0.95,,,,,,,73605.79031574985,145578.60022273462,271.60808234594043,537.190406725958,0.50560858672314,,278,10.0,170.0,453.5,841.5,1024.0,1024.0,1024.0,508.63309352517985
q3_4b,eagle3-2,16,32,1024,2026-05-23T22:32:19.669892+00:00,2026-05-23T22:36:36.888336+00:00,257,1.1374496153024956,2.051600494752941,0.0014610810702086366,0.010315389151594145,0.00028178726156424333,0.0003790684616847663,0.14792660426135154,295.92976638537175,265133.42314150825,150700.85775835128,1031.6475608618998,586.3846605383318,34.01075303055857,49.874841902052665,4.93369736211576e-06,1.3613728052183226e-05,0.07838436050289399,0.21795516756779912,0.23036146152912404,0.34502286537618243,0.5395101171458999,0.0,0.0,,0.17011494252873563,0.9786666666666665,0.07537084752671266,0.14740564775160594,0.24517857142857144,2.382142857142852,4.480357142857142,602.9974875104687,1.0,32.0,21.58823529411765,0.0,5.0,0.29411764705882354,0.29411764705882354,0.0,0.0032290909090909093,0.16145454545454546,3.5200000000000036,16.666666666666668,45.2258064516129,49.04516129032258,479.7297297297297,1753.3333333333333,1500.0,1950.0,0.5,0.95,,,,,,,77661.86390890037,154612.69744709396,302.18624089066293,601.6058266423889,0.5022993919078027,,275,10.0,192.0,462.0,868.0,1024.0,1024.0,1024.0,521.9527272727273
q3_4b,eagle3-2,16,64,1024,2026-05-23T22:36:30.418183+00:00,2026-05-23T22:40:35.505396+00:00,245,1.1710070516800273,2.5536473986257846,0.0016060509276921945,0.01800315624554382,0.0003958914599526618,0.0009557645052403129,0.2332465686388029,303.6832361516034,259484.92857142858,147704.5357142857,1059.1221574344024,602.8756559766764,19.40740740740741,58.75000000000005,6.2713985075850495e-06,1.7288889513626498e-05,0.10590182018753447,0.24489795918367346,0.24489795918367346,0.4513445154419595,0.7793397231096911,0.0,0.0,,0.19600000000000004,0.9701538461538465,0.09083326807110972,0.1965807136788444,0.3633540372670807,4.487804878048779,6.299999999999995,627.887235054378,1.0,60.0,28.375,0.0,0.0,0.0,0.0,0.0,0.003644628099173554,0.18223140495867768,4.801351351351351,18.82352941176471,75.90000000000002,111.18,487.8378378378379,1732.7272727272727,1500.0,1950.0,0.5,0.95,,,,,,,77292.94352419344,153174.68077635902,315.4814021395651,625.2027786790164,0.5046065259117082,,273,10.0,159.0,454.0,885.0,1024.0,1024.0,1024.0,511.6959706959707
q3_4b,eagle3-2,16,64,2048,2026-05-23T22:40:28.890575+00:00,2026-05-23T22:45:18.334022+00:00,289,0.9792047019435443,2.9002717765577017,0.0013798138016979946,0.014875006541202055,0.0004538916913328053,0.0008239358819360486,0.23734627408205536,284.67657235904744,259155.70588235298,164623.70588235292,896.7325463057197,569.6322002849582,17.3121387283237,53.035714285714356,6.843824159555946e-06,1.7617582844540986e-05,0.10049696941548036,0.20761245674740483,0.20761245674740483,0.4678885712684267,0.7957401490947817,0.0,0.0,,0.20661764705882352,0.9625333333333334,0.10453141218921458,0.1983650793650794,0.371969696969697,4.290760869565218,4.90163043478261,582.174682775428,1.0,62.0,26.894736842105264,0.0,0.0,0.0,0.0,0.0,0.0036973684210526315,0.1848684210526316,4.810135135135135,21.770833333333336,92.03571428571429,116.1214285714286,473.64864864864865,1779.0000000000002,3494.642857142857,4849.464285714285,0.5,0.95,,,,,,,85234.22395721449,166156.9641256602,294.92811057859683,574.937592130312,0.5129741290455576,,271,10.0,183.5,449.0,866.5,1561.5,1986.400000000001,2048.0,579.5756457564576
q3_4b,eagle3-2,2,32,1024,2026-05-23T22:45:10.743716+00:00,2026-05-23T22:46:50.155244+00:00,99,1.1073232323232323,0.7979597232794429,0.004282791811484119,0.04073455139631609,0.0007572821235611934,0.0009890474512567536,0.09998512142608663,293.7702020202021,61704.5,56446.0,623.2777777777778,570.1616161616162,33.99558454135275,48.39955845413527,6.753756634795814e-06,1.4136692117766412e-05,0.24871346517783086,0.5703258919723285,0.5989136632429505,0.3332978345757898,0.48391906283280084,0.0,0.0,,0.18571428571428572,0.968,0.06830963389455931,0.17282380396732816,0.24269911504424777,2.8942307692307665,4.578846153846153,732.648328802175,2.0,32.0,24.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0033333333333333327,0.16666666666666666,4.0714285714285685,22.678571428571427,77.64705882352936,114.35294117647061,626.5060240963855,1846.1538461538457,2364.864864864865,4736.486486486486,0.5,0.95,,,,,,,35770.67007836239,73525.66767951383,361.31989978143827,742.6835119142811,0.486505885730692,,109,13.0,204.0,553.0,951.0,1024.0,1024.0,1024.0,557.3394495412844
